Follow-up ID,Parent ID,HMG Contact,Referral Date,Referral,Notes,Why Follow-up,Follow-up Date,Done,Result,Child ID
2993,2134,RachelP,2012-09-24,Interoffice,Add Dr. Robert Christenson at Saratoga Springs Family Medicine (IHC),Update Family Information,2012-09-24,1,Complete,
2995,2004,RachelP,2012-06-19,Interoffice,zip code is 84104,Update Family Information,2012-06-19,1,Complete,
2997,1996,AmandaC,2012-09-25,Interoffice,Follow up and call her back,Research,2012-09-26,1,Complete,
3000,2207,AndreaR,2012-09-25,Interoffice,Rachel was due Feb. 20 2013. Email her to find out the actual birth date and then send ASQ Online,Update Family Information,2013-03-28,1,Complete,
3001,2118,RachelP,2012-09-25,Interoffice,doc and insurnance info; fax last ASQ to doc; she emailed me back,Update Family Information,2012-09-27,1,Complete,
3005,1990,RachelP,2012-09-25,Interoffice,grant info; doc info.,Update Family Information,2013-02-19,1,Solved own problem,
3006,2208,SaraT,2012-09-26,Interoffice,add to database. I spoke with mom today. See enrollment form on your desk. Dw,Other,2012-09-26,1,Complete,
3008,1932,RachelP,2012-09-26,Interoffice,doc info; fax?; Does NOT want them sent to her Pediatrician,Update Family Information,2012-10-08,1,Complete,
3009,1932,RachelP,2012-09-26,Interoffice,emailed to ask for doc info,Update Family Information,2012-09-26,1,Left Message,
3011,1984,RachelP,2012-09-26,Interoffice,verify address; online vs. mail; called but voicemail wasn't her?,Update Family Information,2012-09-26,1,Client cannot be reached,
3012,1984,RachelP,2012-09-26,Interoffice,verify address; online vs. mail?,Update Family Information,2012-10-15,1,Client cannot be reached,
3013,2203,DeborahW,2012-09-25,Interoffice,Got ASQs from CCR&R? Happy?,Update Family Information,2012-10-01,1,Received service,
3014,1996,AmandaC,2012-09-26,IHC,"Mom got another job, secondary insurance covers all expenses. Yay!",Connected?,2012-11-01,1,Solved own problem,
3015,1450,RachelP,2012-09-25,Welcome Baby Health Department  801-851-7059,Marla said they were NOT visiting her.  But Spanish outreach does go until about 2 yrs.,Connected?,2012-09-25,1,Information received by client,
3017,1822,JorgeJ,2012-09-26,Interoffice,wants ASQ online; email doesn't work,Update Family Information,2012-10-01,1,Complete,
3018,2101,AmandaC,2012-09-27,WIC Provo 801-851-7300,emailed Brenna,Connected?,2012-09-27,1,Parent Pending,
3019,2101,RachelP,2012-09-04,WIC Provo 801-851-7300,Their doc. gave them some new things to try that worked so they never needed to go to WIC,Connected?,2013-01-21,1,Parent not interested in service,
3021,2211,DeborahW,2012-09-28,Interoffice,left message - see notes above.,Update Family Information,2012-09-29,1,Left Message,
3022,2211,DeborahW,2012-09-28,Interoffice,never heard back from dad.,Update Family Information,2012-10-08,1,No response from family,
3023,1736,RobinL,2012-02-28,Primary Children's Hospital,also gave CWSHCN and Children's Center,Connected?,2012-10-01,1,Information received by client,
3024,1736,RobinL,2012-10-01,Child Development Clinic SLC 888-222-2542,"see email from Melissa Trevino, 9/19/12.",Connected?,2012-10-25,1,Information received by client,
3025,1736,RobinL,2012-10-01,Children with Special Heath Care Needs 801-584-8284,,Connected?,2012-10-25,1,Parent not interested in service,
3026,1736,RobinL,2012-10-01,"Utah Parent Center 801 272 1051, 800 468 1160",gave info to sign up for newsletter if desired,Connected?,2012-10-25,1,Received service,
3027,2213,AmandaC,2012-10-01,Interoffice,"race/ethnicity, insurance info",Update Family Information,2012-10-08,1,Complete,
3029,2177,TaliaS,2012-10-01,Interoffice,"Left voicemail indicating that I would call again next week. If no response, would assume that she was not interested in services for Peter. Left direct line phone number on voicemail.",Update Family Information,2012-10-01,1,Left Message,
3031,2202,RachelP,2012-10-02,Interoffice,,Update Family Information,2012-10-02,1,Left Message,
3032,2001,RachelP,2012-10-02,Interoffice,,Still interested?,2012-10-02,1,Left Message,
3034,1984,RachelP,2012-10-02,Interoffice,,Update Family Information,2012-10-02,1,Client cannot be reached,
3035,1450,RachelP,2012-10-02,Welcome Baby UWAY 801-691-5320,"Sandra's visitor should be contacting her, if she hasn't already",Connected?,2012-10-03,1,Information received by client,
3039,1497,BarbaraL,2012-09-20,Able-Differently 801-520-7376,Will connect with Dr. Allen to see if there are resources for mom to help get son back into school.,Other,2012-10-05,1,Complete,
3040,1817,RachelP,2012-10-03,Interoffice,Mom sent an email saying that she doesn't understand what the ASQs are for. RP,Relay Information,2012-10-03,1,Complete,
3041,2216,AmandaC,2012-10-03,Interoffice,"insurance, ethnicity/race",Update Family Information,2012-10-04,1,Complete,
3042,2217,RachelP,2012-10-03,Interoffice,"pedi, insurance, race/ethnicity",Update Family Information,2013-01-02,1,Complete,
3044,2153,JorgeJ,2012-09-28,Interoffice,Look for email reply,Update Family Information,2012-10-08,1,Complete,
3046,1395,AmandaC,2012-10-04,Interoffice,see child notes,Research,2012-10-17,1,Complete,
3048,2220,MeganT,2012-10-04,Interoffice,ask doc/pedi info; did they get into early intervention? (file closed),Update Family Information,2013-05-13,1,,
3051,2219,DeborahW,2012-10-04,Kids on the Move  801-221-9930 (Eileen Chamberlain),,Connected?,2013-02-18,1,Information received by client,
3052,2222,AndreaR,2012-10-04,Interoffice,"ask pedi, race/ethnicity, insurance, how they heard about us",Update Family Information,2012-12-17,1,,
3054,2214,SaraT,2012-10-05,Interoffice,"ASQ online, Dr",Update Family Information,2012-10-26,1,Complete,
3055,1403,SaraT,2012-10-05,Interoffice,"send enrollment form, had another baby",Update Family Information,2012-10-05,1,Complete,
3057,2173,TaliaS,2012-10-01,Interoffice,,Update Family Information,2012-10-01,1,Left Message,
3058,2173,TaliaS,2012-10-05,Interoffice,,Update Family Information,2012-10-05,1,Left Message,
3059,2036,NicoleS,2012-10-05,Interoffice,,Update Family Information,2012-10-05,1,Left Message,
3060,2019,NicoleS,2012-10-05,Interoffice,,Update Family Information,2012-11-16,1,Left Message,
3061,2060,NicoleS,2012-10-05,Interoffice,,Update Family Information,2012-10-05,1,Left Message,
3062,2034,NicoleS,2012-10-05,Interoffice,,Update Family Information,2012-01-03,1,Left Message,
3063,2059,NicoleS,2012-10-05,Interoffice,,Update Family Information,2012-10-05,1,Left Message,
3066,1984,RachelP,2012-10-08,Interoffice,left message; not sure if that is her work or not,Update Family Information,2012-10-08,1,Left Message,
3069,2202,RachelP,2012-10-08,Interoffice,Mom concerned about communication.,Update Family Information,2012-10-08,1,Complete,
3072,2224,RachelP,2012-10-10,Interoffice,"try one more time then close file; Verify last name, e-mail, child's birthdate, dr info",Update Family Information,2012-12-12,1,No response from family,
3073,2225,SaraT,2012-10-10,Interoffice,Dr info- emailed,Update Family Information,2012-12-31,1,Complete,
3075,2223,RobinL,2012-10-01,Interoffice,LM,Update Family Information,2012-10-08,1,No response from family,
3076,2223,RobinL,2012-10-01,Interoffice,LM,Update Family Information,2012-10-09,1,No response from family,
3077,2223,RobinL,2012-10-01,Other,"Request additional phone #, email from Welcome Baby SLC",Update Family Information,2012-10-09,1,Information received by client,
3078,2223,RobinL,2012-10-01,Interoffice,LM,Update Family Information,2012-10-11,1,No response from family,
3079,2223,RobinL,2012-10-01,Interoffice,Gave info to Welcome Baby (Socorro),Update Family Information,2012-10-15,1,No response from family,
3080,2126,LauraW,2012-09-02,Interoffice,"See if she cecked our daycares and give more options/ hadn't had time, might not need anyway",Verify Improvement,2012-10-02,1,Complete,
3083,2212,SaraT,2012-10-12,Interoffice,Send results to doctor,Scan/Fax to Doctor,2012-10-15,1,Complete,
3088,2010,BarbaraL,2012-10-15,Informational resources,Have called and left messages several times with no response.  Will wait one week and then close case if no response,Connected?,2012-10-23,1,No follow through by client,
3090,2065,BarbaraL,2012-10-15,Informational resources,Talked to Grandpa and prognosis is looking good. Baby born on 11/6/2012. BL Sent email 11/21 will wait for response,Connected?,2012-11-15,1,Complete,
3093,2083,LauraW,2012-10-17,Interoffice,No unchecked boxes for this family; please add next step RP,Other,2012-10-17,1,Complete,
3094,2174,TaliaS,2012-10-01,Interoffice,Called. Incorrect number. Sent email asking for correct number.,Update Family Information,2012-10-01,1,Complete,
3095,2174,TaliaS,2012-10-17,Intermountain Specialize Abuse,Emailed mother asking for correct number.,Update Family Information,2012-10-17,1,Complete,
3096,2173,TaliaS,2012-10-17,Intermountain Specialize Abuse,,Update Family Information,2012-10-17,1,Left Message,
3098,2175,TaliaS,2012-10-01,Interoffice,"Call answered, but I think the person answering hung up on me :/",Update Family Information,2012-10-01,1,Complete,
3099,2175,TaliaS,2012-10-17,Interoffice,Sister answered phone. Told sister I would email Kacee. Left 801.441.1984 number.,Update Family Information,2012-10-17,1,Complete,
3100,2177,TaliaS,2012-10-17,Interoffice,Indicated that I would be closing file.,Update Family Information,2012-10-17,1,Left Message,
3102,2151,BarbaraL,2012-10-17,Early Headstart (801-221-9930 Ronnie),Spoke with Katie today with mom's permission to see if he could be added and moved up the waiting list,Connected?,2012-11-25,1,Service not received,
3104,2231,LauraW,2012-09-28,Interoffice,"Get Red Box, Insurance, answers to ASQ, online/ Also wanted info about Preschools",Update Family Information,2012-10-17,1,Education through HMG,
3106,2232,RachelP,2012-10-18,Interoffice,"race, insurance, doc., ASQ online?",Update Family Information,2012-11-18,1,No response from family,
3108,1736,RobinL,2012-10-15,Family Support and Treatment  801-229-1181,"Adoption Support Group, Eric Wilson  801-229-1181",Connected?,2012-12-30,1,Appointment scheduled,
3109,1736,RobinL,2012-02-28,Primary Children's Hospital,Diagnosis of fetal alcohol syndrome received; resources listed on child details record,Connected?,2012-12-15,1,Received service,
3110,2234,RachelP,2012-10-18,Interoffice,"race, insurance, doc., ASQ online?",Update Family Information,2012-12-18,1,Complete,
3112,2236,RachelP,2012-10-18,Interoffice,"race, insurance, doc info. And email",Update Family Information,2012-11-18,1,Complete,
3113,2237,RachelP,2012-10-18,Interoffice,enrollment form said to email her..not sure what she wants,Update Family Information,2012-12-17,1,No response from family,
3114,1736,RobinL,2012-10-15,Website,"info on fetal alcohol syndrome:  www.fetalalcoholsyndrome.org; www.nofas.org; tdhawks@infowest.com (St. George), see email 10/18/2012",Connected?,2012-12-15,1,Information received by client,
3115,2230,RobinL,2012-10-18,Interoffice,on waiting list for comprehensive testing/Dean Barley will watch for them,Research,2012-11-18,1,Complete,
3118,2151,BarbaraL,2012-10-19,PEIP  801-852-4525 (Beri),Sent email to Monica Gabavoy to make referral for Omar. Sent referral to PEIP. Family contacted 10.22.2012 and evaluation scheduled,Connected?,2012-10-25,1,Received service,
3119,2241,NicoleS,2012-10-19,Interoffice,was only able to get race and ethnicity of family,Update Family Information,2012-11-23,1,Complete,
3120,2238,RachelP,2012-10-19,Interoffice,"she replied to my email; get insurance, doctor, race/ethnicity, and confirm address",Update Family Information,2012-11-20,1,Complete,
3121,2240,AndreaR,2012-10-19,Interoffice,"get insurance, doctor, race/ethnicity, and confirm address",Update Family Information,2013-04-05,1,Complete,
3123,2242,RachelP,2012-10-23,Interoffice,"race, insurance, doc, ASQ online",Update Family Information,2012-11-06,1,Complete,
3124,2232,RachelP,2012-10-23,Interoffice,,Update Family Information,2012-10-23,1,Left Message,
3125,2237,RachelP,2012-10-23,Interoffice,,Update Family Information,2012-10-23,1,Left Message,
3130,2224,RachelP,2012-10-24,Interoffice,left English message because voicemail was in English but try Spanish next time,Update Family Information,2012-10-24,1,Left Message,
3131,2243,RachelP,2012-10-24,Interoffice,"concerns?; race, insurance, doc",Update Family Information,2012-11-15,1,No response from family,
3132,2243,RachelP,2012-10-24,Interoffice,,Update Family Information,2012-10-24,1,Left Message,
3134,2000,SaraT,2012-10-24,Interoffice,doc. Info. To fax,Update Family Information,2012-10-29,1,Complete,
3135,2244,BarbaraL,2012-10-25,Interoffice,"Needs resources for a student with cleft palate, social support.",Research,2012-10-30,1,Complete,
3136,2152,JorgeJ,2012-10-24,Interoffice,doc and insurance info; Also verify that the asq has been completed,Update Family Information,2012-11-09,1,Education through HMG,
3137,2246,RachelP,2012-10-26,Interoffice,Age? School? How can we help you? Verbal Permission?,Update Family Information,2012-10-29,0,,
3138,2246,RachelP,2012-10-26,Interoffice,little kid answered the phone; I said I would call back later,Update Family Information,2012-10-26,1,Complete,
3139,1686,RachelP,2012-10-26,Interoffice,little kid answered the phone so I didn't leave a message,Update Family Information,2012-10-26,1,Complete,
3140,1686,DeborahW,2012-10-26,Interoffice,Called Ceberina and found that it wasn't HMG but it was the Alpine Assessment Center that they're waiting to hear from. I gave them the number again and then called Erin and left a message. Call Erin at 801-796-6305 and let her what we have done already,Other,2012-10-29,1,Complete,
3141,1686,RachelP,2012-10-26,Interoffice,Left message for Erin,Other,2012-10-26,1,Left Message,
3143,2214,SaraT,2012-10-26,Interoffice,,Scan/Fax to Doctor,2012-10-29,1,Complete,
3144,2229,SaraT,2012-10-26,Interoffice,Transfer to Deb,Other,2012-12-10,1,Complete,
3145,2198,RachelP,2012-10-29,Interoffice,,Update Family Information,2012-10-29,1,Left Message,
3146,2159,RachelP,2012-10-29,Grandfamilies of Utah County  (801) 373-4765,,Connected?,2012-10-29,1,Left Message,
3148,2244,BarbaraL,2012-10-30,Informational resources,Sent Cambrie an email that I am still looking for resources,Other,2012-11-02,1,Complete,
3150,2247,SaraT,2012-10-31,Interoffice,,Update Family Information,2012-10-31,1,Left Message,
3151,2248,SaraT,2012-10-31,Interoffice,verify e-mail,Update Family Information,2012-10-31,1,Left Message,
3152,2250,SaraT,2012-10-31,Interoffice,,Update Family Information,2012-10-31,1,Left Message,
3154,2249,SaraT,2012-10-31,Interoffice,,Update Family Information,2012-10-31,1,Left Message,
3156,1822,JorgeJ,2012-10-31,Interoffice,"email still doesn't work RP--Called, fixed email, she prefers regular mail instead of email.",Update Family Information,2012-10-31,1,"Other, see notes",
3160,2175,TaliaS,2012-10-31,Interoffice,,Update Family Information,2012-10-31,1,Left Message,
3162,2200,RachelP,2012-10-31,Interoffice,"Jose answered and he didn't know anything about the ASQ,etc.",Update Family Information,2012-10-31,1,Client cannot be reached,
3163,1274,BarbaraL,2012-10-31,Informational resources,"Sent out Turning Point information as a followup. Just call as a followup to our conversation: scholarship, housing in AF, SF- Section 8 vouchers, Pay 1/2 rent, finding a job. Mom on Work success. BL",Other,2012-11-07,1,Information received by client,
3164,2201,RachelP,2012-11-06,Interoffice,,Update Family Information,2012-11-06,1,Left Message,
3166,2253,RachelP,2012-11-02,Interoffice,ask family how they heard about us; doc info. & grant info.,Update Family Information,2012-11-07,1,Complete,
3175,2126,LauraW,2012-09-19,Interoffice,Called three times,Verify Improvement,2012-11-02,1,Information received by client,
3176,2247,SaraT,2012-11-02,Interoffice,Speech Therapy for her son,Connected?,2012-11-05,1,Complete,
3179,2255,BarbaraL,2012-11-05,Allies with families 877-477-0764,sent information to mom in email and will call to followup. BL Resent information.,Other,2012-11-26,1,Complete,
3181,2232,RachelP,2012-11-06,Interoffice,,Update Family Information,2012-11-06,1,Left Message,
3184,2237,RachelP,2012-11-06,Interoffice,,Update Family Information,2012-11-06,1,Left Message,
3185,2243,RachelP,2012-11-06,Interoffice,,Update Family Information,2012-11-06,1,Left Message,
3186,2182,RachelP,2012-11-06,Medicaid 1-866-435-7414,,Connected?,2012-11-06,1,Left Message,
3187,2195,RachelP,2012-11-06,Interoffice,phone not working,Update Family Information,2012-11-06,1,Client cannot be reached,
3188,2253,RachelP,2012-11-06,Interoffice,,Update Family Information,2012-11-06,1,Left Message,
3193,2047,RachelP,2012-11-08,Interoffice,she emailed me back with the information,Update Family Information,2012-11-20,1,Complete,
3194,2047,RachelP,2012-11-08,Interoffice,emailed,Update Family Information,2012-11-08,1,Left Message,
3196,1645,RachelP,2012-11-08,Autism Journeys Treatment Center 801-766-8681,emailed,Connected?,2012-11-08,1,Left Message,
3197,2219,DeborahW,2012-11-09,Kids on the Move  801-221-9930 (Eileen Chamberlain),sent email - phone might not be working (801-664-2413),Connected?,2012-11-09,1,Left Message,
3199,1410,DeborahW,2012-11-09,Interoffice,invited mom through phone message to be on the Aspire Parent Group,Other,2012-11-09,1,Left Message,
3204,2257,RachelP,2012-11-09,Interoffice,mom not concerned about her kids any more,Update Family Information,2012-11-12,1,Parent not interested in service,
3205,2258,RachelP,2012-11-09,Interoffice,grant & doc. info; what serves are you looking for?,Update Family Information,2012-11-15,1,Complete,
3206,2259,RachelP,2012-11-09,Interoffice,grant & doc info; how did you hear about us?,Update Family Information,2012-11-15,1,Complete,
3207,2260,RachelP,2012-11-09,Interoffice,grant & doc info; how did you hear about us?,Update Family Information,2012-11-15,1,Complete,
3208,2261,SaraT,2012-11-12,Interoffice,Ask about niece & grandma,Update Family Information,2012-11-19,1,Left Message,
3209,1739,RobinL,2012-11-13,Interoffice,list of referrals letter,Scan/Fax to Doctor,2012-11-13,1,Complete,
3211,2262,RachelP,2012-11-14,Interoffice,"how heard about HMG, dr, phone. She e-mailed wanting the ASQs and didn't give her sons names only her address and their birthdates",Update Family Information,2013-02-14,1,No response from family,
3218,2244,BarbaraL,2012-11-14,Informational resources,Mom called groups but doesn’t speak English and so didn't pursue other groups because of language barrier.  BL,Other,2012-12-20,1,"Other, see notes",
3219,2151,BarbaraL,2012-11-14,Early Headstart (801-221-9930 Ronnie),Left message for Katie to check on Omar app for Early Head start,Other,2012-11-25,1,Complete,
3220,2010,BarbaraL,2012-11-14,Informational resources,Resent diaper coupon for CA and also an app. For Mead Johnson formula to be filled out.  BL,Connected?,2012-11-20,1,Received service,
3221,1555,SaraT,2012-11-15,Interoffice,"verify address; ASQ came back to us- phone not working, e-mailed",Update Family Information,2012-11-15,1,Complete,
3223,1736,RobinL,2012-11-14,Website,www.fhautism.com/conferences; conf held at Provo Marrioott,Connected?,2012-12-01,1,Parent not interested in service,
3224,2257,RachelP,2012-11-15,Interoffice,,Update Family Information,2012-11-15,1,Left Message,
3225,2047,RachelP,2012-11-15,Interoffice,emailed,Update Family Information,2012-11-15,1,Left Message,
3228,2265,RachelP,2012-11-15,Interoffice,grant info; how did you hear about us?,Update Family Information,2012-11-28,1,Complete,
3229,2266,RachelP,2012-11-15,Interoffice,grant info; how did you hear about us?,Update Family Information,2012-11-28,1,Complete,
3230,2267,RachelP,2012-11-15,Interoffice,grant info; How can we help?,Update Family Information,2012-12-20,1,No response from family,
3231,1718,RachelP,2012-11-16,Interoffice,doc & insurance info; Permission to Fax but live in TX now,Update Family Information,2013-01-10,1,Complete,
3232,1718,RachelP,2012-11-16,Interoffice,emailed,Update Family Information,2012-11-16,1,Left Message,
3233,2268,RachelP,2012-11-16,Interoffice,birth dates; address; grant info,Update Family Information,2012-11-19,1,Complete,
3234,2268,RachelP,2012-11-16,Interoffice,phone cut off,Update Family Information,2012-11-16,1,Client cannot be reached,
3236,2269,JorgeJ,2012-11-15,Interoffice,SSI for mother?,Research,2012-11-19,1,,
3239,1955,RachelP,2012-11-16,Interoffice,hasn't filled out last 3 ASQs; phone not working; emailed,Still interested?,2013-01-03,1,Complete,
3240,2186,RachelP,2012-11-16,Interoffice,got some info and then she had to go; emailed her the other questions,Update Family Information,2012-11-16,1,Complete,
3241,2271,RachelP,2012-11-19,Interoffice,how did you hear about us? Doc & grant info,Update Family Information,2012-11-21,1,Complete,
3242,2272,AndreaR,2012-10-31,Interoffice,grant and doc info; Damien's birthday,Update Family Information,2013-02-25,1,No follow through by client,
3243,2273,AmandaC,2012-10-31,Interoffice,"pedi, insurance, race/ethnicity; email address, any other children/services?",Update Family Information,2012-12-03,1,Client cannot be reached,
3244,2238,RachelP,2012-11-20,Interoffice,emailed questions,Update Family Information,2012-11-20,1,Left Message,
3246,2051,AndreaR,2012-11-20,Interoffice,grant info & doc name,Update Family Information,2013-04-10,1,Complete,
3247,2051,RachelP,2012-11-20,Interoffice,emailed about doc name,Update Family Information,2012-11-20,1,Left Message,
3248,2051,RachelP,2012-11-01,Interoffice,emailed and ask for doc info,Update Family Information,2012-11-01,1,Left Message,
3250,2274,RobinL,2012-11-20,U Can Learn 801-281-5546,"1231 E. 6600 S., SLC  84121; www.ucanlearn.net",Connected?,2012-11-26,1,Information received by client,
3251,2274,RobinL,2012-11-20,Orem Literacy Center 801-221-5844,Contact: Cherie Davis  801-221-5844,Connected?,2012-11-26,1,Information received by client,
3254,2117,RachelP,2012-11-20,Interoffice,she replied to my email!; doc name & insurance,Update Family Information,2012-11-20,1,Complete,
3255,2117,RachelP,2012-11-20,Interoffice,emailed mom,Update Family Information,2012-11-20,1,Left Message,
3256,1751,AndreaR,2012-11-21,Interoffice,get new address & exact birthdate and name of new baby6/21/2013 Emailed mom questions,Update Family Information,2013-06-24,1,,
3257,2234,RachelP,2012-11-21,Interoffice,emailed questions,Update Family Information,2012-11-21,1,Left Message,
3258,2065,BarbaraL,2012-11-21,Informational resources,Emailed grandma on11/21 waiting to hear back. BL,Connected?,2012-12-15,1,Information received by client,
3264,2274,RobinL,2012-11-26,Interoffice,"Mailed enrollment form, requested physician name/number",Verify Improvement,2013-01-15,1,Parent Pending,
3265,2021,RobinL,2012-06-25,Interoffice,"Phone disconnected, no replies to email, letter sent asking if still interested in having activities sent",Still interested?,2012-12-16,1,Child situation changed,
3266,1988,RobinL,2012-05-30,Kids Who Count 801-423-3000 (Liz),LM re:repeat 16mo ASQ after trying alternate communication skills w/reinforcements,Verify Improvement,2012-12-01,1,No response from family,
3267,1738,RachelP,2012-11-28,Interoffice,make sure she still wants ASQs,Still interested?,2013-10-02,0,,
3268,2224,RachelP,2012-11-28,Interoffice,left message in Spanish,Update Family Information,2012-11-28,1,Left Message,
3270,2267,RachelP,2012-11-28,Interoffice,,Update Family Information,2012-11-28,1,Left Message,
3271,2269,JorgeJ,2012-11-28,Grandfamilies of Utah County  (801) 373-4765,referred via VISTA Michelle W.,,2012-12-12,1,"Other, see notes",
3272,2239,BarbaraL,2012-11-28,Grandfamilies of Utah County  (801) 373-4765,Call grandma to see if she is enrolled for spring 2013 class. Sent grandma's information to Sarah Williamson for March Class,Connected?,2013-04-05,1,,
3275,1258,AmandaC,2012-11-29,IHC,"Mom is satisfied with improvements Logan has been making, wants to keep doing the ASQs every month",Connected?,2012-12-03,1,Parent not interested in service,
3276,1517,AndreaR,2012-11-30,Interoffice,Ask about doctor info- she was considering changing doctors,Update Family Information,2013-06-03,0,,
3278,2087,RachelP,2012-11-30,Interoffice,grant and doc info,Update Family Information,2012-11-30,1,Complete,
3280,2241,MeganT,2012-11-30,Interoffice,get insurance and doctor information,Update Family Information,2013-05-06,0,,
3285,1988,RobinL,2012-05-30,Kids Who Count 801-423-3000 (Liz),See note above,Verify Improvement,2012-12-05,1,Education through HMG,
3287,2280,RachelP,2012-12-04,Interoffice,,Update Family Information,2012-12-04,1,Complete,
3289,2281,RachelP,2012-12-04,Interoffice,grant info; ASQ online?,Update Family Information,2012-12-04,1,Complete,
3290,2282,RachelP,2012-12-04,Interoffice,grant info; ASQ online,Update Family Information,2012-12-04,1,Complete,
3291,2283,RachelP,2012-12-04,Interoffice,grant info; concerns about Lucas?  Too old for ASQ,Update Family Information,2013-01-18,1,Client cannot be reached,
3292,2283,RachelP,2012-12-04,Interoffice,,Update Family Information,2012-12-04,1,Left Message,
3293,2284,RachelP,2012-12-04,Interoffice,grant info; ASQ online?,Update Family Information,2012-12-04,1,Complete,
3294,2285,RachelP,2012-12-04,Interoffice,grant info; ASQ online?; second child's name and age?,Update Family Information,2012-12-04,1,Complete,
3295,2286,RachelP,2012-12-04,Interoffice,grant info; birth dates; communication concern?,Update Family Information,2013-01-02,1,Complete,
3296,2287,RachelP,2012-12-04,Interoffice,grant info; permission form; birthdates; how can we help you?,Update Family Information,2012-12-12,1,Complete,
3297,2042,RachelP,2012-12-05,Interoffice,email questions w/ASQ rsults,Update Family Information,2012-12-05,1,Left Message,
3298,2267,RachelP,2012-12-05,Interoffice,,Verify Receipt of Screening,2012-12-05,1,Left Message,
3300,1982,RachelP,2012-12-05,Interoffice,child in PEIP; doesn't need ASQ??,Still interested?,2013-01-10,1,Child situation changed,
3306,1403,MeganT,2012-12-05,Interoffice,"get info for new baby, insurance and doc EMAIL",Update Family Information,2013-04-15,0,,
3307,1711,RachelP,2012-12-05,Interoffice,doctor is out of state since family lives in SD; don’t' fax doctor,Update Family Information,2012-12-06,1,Complete,
3308,1711,RachelP,2012-12-05,Interoffice,emailed to ask doc and insurance info,Update Family Information,2012-12-05,1,Left Message,
3309,2289,RachelP,2012-12-07,Interoffice,grant info; how did you heard about us? ; Janae emailed me back,Update Family Information,2012-12-10,1,Complete,
3310,2289,RachelP,2012-12-07,Interoffice,emailed her with these questions; vm box is full,Update Family Information,2012-12-07,1,Left Message,
3312,1732,AndreaR,2012-12-10,Interoffice,; Emailed,Update Family Information,2013-01-15,1,Left Message,
3313,2274,RobinL,2012-12-12,"Utah Parent Center 801 272 1051, 800 468 1160",mom will be interviewed by KBYU,Connected?,2013-02-15,1,Complete,
3314,1403,RachelP,2012-12-10,Interoffice,emailed her the questions,Update Family Information,2012-12-10,1,Left Message,
3317,2286,RachelP,2012-12-12,Interoffice,,Update Family Information,2012-12-12,1,Left Message,
3318,2283,RachelP,2012-12-12,Interoffice,left vm and emailed,Update Family Information,2012-12-12,1,Left Message,
3320,2219,DeborahW,2012-12-12,Kids on the Move  801-221-9930 (Eileen Chamberlain),sent email,Connected?,2012-12-12,1,Parent Pending,
3323,1894,RachelP,2012-12-13,Interoffice,she emailed me back; not sure if she wants to share her grant info; doc name; ASQ online?,Update Family Information,2012-12-14,1,Complete,
3324,1894,RachelP,2012-12-13,Interoffice,emailed her these questions,Update Family Information,2012-12-13,1,Left Message,
3327,2292,RachelP,2012-12-13,Interoffice,grant info; doc; how can we help you?; love and logic classes?,Update Family Information,2013-02-07,1,No response from family,
3328,2293,RachelP,2012-12-13,Interoffice,grant info; doc info; how can we help you? Behavior and disciple classes?,Update Family Information,2013-01-18,1,Complete,
3329,2288,RachelP,2012-12-13,Interoffice,enrollment form received in mail,Update Family Information,2012-12-13,1,Complete,
3330,2294,RachelP,2012-12-13,Interoffice,grant & doc info; ASQ online?,Update Family Information,2012-12-19,1,Complete,
3331,2295,AndreaR,2012-12-13,Interoffice,grant & doc info; ASQ online?,Update Family Information,2013-04-01,1,Client cannot be reached,
3332,2296,RachelP,2012-12-13,Interoffice,grant & doc info; ASQ online?,Update Family Information,2012-12-20,1,Complete,
3333,2297,RachelP,2012-12-13,Interoffice,grant and doc info; ASQ online? Concerns?,Update Family Information,2012-12-20,1,Complete,
3334,2298,RachelP,2012-12-13,Interoffice,grant info? Concerns? Too old for ASQ,Update Family Information,2013-01-18,1,Client cannot be reached,
3335,2299,RachelP,2012-12-13,Interoffice,grant and doc info; ASQ online?,Update Family Information,2013-02-22,1,No follow through by client,
3336,2300,RachelP,2012-12-13,Interoffice,grant & doc info; ASQ online,Update Family Information,2012-12-20,1,Complete,
3337,2301,RachelP,2012-12-13,Interoffice,grant & doc info; concerns? Kids too old for ASQ,Update Family Information,2012-12-20,1,Complete,
3338,2302,RachelP,2012-12-13,Interoffice,grant & doc info; asq online; step-parenting classes?,Update Family Information,2013-02-14,1,No response from family,
3339,2303,AndreaR,2012-12-14,Interoffice,grant and doc info,Update Family Information,2013-07-07,0,,
3340,2304,RachelP,2012-12-14,Interoffice,grant and doc info; email or mail acitivities? Asq online?,Update Family Information,2012-12-14,1,Complete,
3341,2305,RachelP,2012-12-14,Interoffice,grant & doc info; ASQ oline,Update Family Information,2012-12-18,1,Complete,
3342,2306,RachelP,2012-12-14,Interoffice,grant and doc info; concerns: almost too old for ASQ; verify email address,Update Family Information,2013-01-10,1,Client cannot be reached,
3343,2307,RachelP,2012-12-14,Interoffice,grant and doc info; parents name?; ASQ online? Almost too old,Update Family Information,2012-12-20,1,Complete,
3344,2308,RachelP,2012-12-14,Interoffice,grant and doc info; ASQ online?,Update Family Information,2012-12-20,1,Complete,
